"","name","address_admin","APN","liaison","ownership_structure","capacity","independent_booking","events_per_month","years_operating","funding_source","interdisciplinarity","event_promotion","purpose","community_focus","creativity","experimentation","threats_neighbors","threats_cost","threats_licensing","description","contact_name","contact_email","contact_telephone","url","zip","county","city","genre","venueType_club","venueType_disco","venueType_openAir","venueType_concertHall","venueType_theater","venueType_cinema","venueType_musicBar","venueType_gallery","venueType_restaurant","venueType_warehouse","venueType_arena","venueType_shop","venueType_studio","y","x","interdisciplinarity_ord","event_promotion_ord","community_focus_ord","creativity_ord","experimentation_ord","ownership_structure_ord","independent_booking_ord"
"144","The Fisher Center for the Performing Arts","2020 BELMONT BLVD","10416041400","","2. No","","4. Information unavailable","1. 1-4 Events per month","1. 0-3 Years","1. Ticket sales","2. Not too likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","Located at the heart of Belmont University’s campus, the Fisher Center is an artistic catalyst for engagement, inspiration, and discovery. The new performance hall adds another jewel to Music City’s crown of world-class venues as it caters to diverse audiences with major concerts and events while also supplying Belmont students with an exceptional learning and performing environment.","","fishercenter@belmont.edu","(615) 460-5555","https://www.thefishercenter.com/","37212","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1310575335517,-86.7951344141644,2,3,3,NA,3,0,0
"145","The Gibson Garage","209 10TH AVE S","9309032000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1551063591957,-86.7825688983274,NA,NA,NA,NA,NA,0,0
"146","The Hampton Social","201 1ST AVE S","093064C00100CO","","2. No","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Known for our lively dining experiences featuring exceptional coastal-inspired food, cocktails and live music in a beautifully designed atmosphere.","","","(615) 622-7772","https://www.thehamptonsocial.com/nashville","","","","No Genre Specifed","","","","","","","","","","","","","",36.1597354234692,-86.7730725579049,1,1,1,NA,1,0,0
"147","The Lipstick Lounge","1400 WOODLAND ST","8309041700","Adrianna Flax","1. Yes","151","3. Never","2. 5-10 Events per month","4. 20+ Years","1. Ticket sales","4. Very Likely","3. Somewhat likely","3. Somewhat likely","4. Very Likely","","4. Very Likely","0","0","0","Gay-friendly, all-are-welcome bar with karaoke, trivia & dancing plus pub grub in a bright setting.","Christa Suppan","","(615) 226-6343","http://www.thelipsticklounge.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1767610762683,-86.7457151246203,4,3,4,NA,4,1,0
"148","The Listening Room","618 4TH AVE S","9311024500","","1. Yes","250","3. Never","4. 20+ Events per month","3. 11-20 Years","4. Mixed/all of the above","1.Not At All Likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","A songwriter-oriented venue with great food, event space and more.","","info@listeningroomcafe.com","(615) 259-3600","https://www.listeningroomcafe.com/nashville","37210","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1538170464579,-86.7721605671881,1,4,3,NA,1,1,0
"149","The Local Distro","614 GARFIELD ST","8108041400","Eric Holt","1. Yes","","3. Never","2. 5-10 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","2. Not too likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","The Local Distro is focused on community, and they are a collective hub for food and spirits + music. Operating Tuesday – Saturday 10am to 7pm, with lineups of special events for local artists and community classes.","","info@thelocaldistro.com","(615) 942-8276","https://www.facebook.com/TheLocalDistroTN/","37208","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.181432093184,-86.7950046326403,1,3,3,NA,1,1,0
"150","The Local Nashville","110 28TH AVE N","10403000500","","1. Yes","200","4. Information unavailable","3. 11-20 Events per month","2. 3-10 Years","","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","A neighborhood bar with a full kitchen and love music.","","","(615) 320-4339","https://localnash.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1459148461944,-86.8126243584318,1,3,3,NA,1,1,0
"151","The Office Nashville","604 GALLATIN AVE","8305012900","","1. Yes","","4. Information unavailable","2. 5-10 Events per month","1. 0-3 Years","1. Ticket sales","2. Not too likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","1","0","Live Music Venue","","","(615) 853-5339","No website available","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1828847673678,-86.7491482631453,2,4,4,NA,4,1,0
"152","The Parthenon","2500 WEST END AVE","9214007600","Eric Holt","2. No","","3. Never","","4. 20+ Years","","2. Not too likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","The Parthenon in Nashville, Tennessee, is a full-scale replica of the original Parthenon in Athens, Greece. The Parthenon is also a popular event space, hosting weddings, private parties, and other special events.","","info@parthenon.org","(615) 862-8431","https://www.nashvilleparthenon.com/events","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1494376021062,-86.8129354989031,2,1,1,NA,1,0,0
"153","The Row Kitchen & Pub","110 LYLE AVE","9216013400","","1. Yes","80","2. Sometimes","3. 11-20 Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Signature burgers, seafood & 20+ Southern draft beers served in a rustic-chic space with live music.","","genuine@therownashville.com","(615) 321-1224","https://www.therownashville.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1513555689519,-86.7977197875134,1,3,1,NA,1,1,0
"154","The Rum Room","2116 MEHARRY BLVD","9203005800","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","","Kamal Kalokoh & Rasheaun Conaway","info@riddimnspice.com","(615) 953-7121","https://www.riddimnspice.com/riddimnspice-com-therumroom","37208","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.168040876761,-86.8106219178832,1,1,1,NA,1,1,0
"155","The Second Fiddle","420 BROADWAY","9306307400","","1. Yes","150","2. Sometimes","4. 20+ Events per month","3. 11-20 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely","","1.Not At All Likely","0","0","0","Music mementos adorn the brick walls of this cozy honky-tonk offering drinks & live country tunes.","","","(615) 251-6812","https://www.thesecondfiddle.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1609442321853,-86.7782059231969,1,3,2,NA,1,1,0
"156","The Stage on Broadway","412 BROADWAY","9306307800","Marcus Dowling","1. Yes","275","2. Sometimes","4. 20+ Events per month","3. 11-20 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely","","1.Not At All Likely","0","0","0","Honky-tonk featuring live country bands & a dance floor by a large mural depicting music icons","","","(615) 726-0504","https://www.thestageonbroadway.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1610726924692,-86.7779118808386,1,3,2,NA,1,1,0
"157","The Station Inn","402 12TH AVE S","9313058100","","1. Yes","","3. Never","3. 11-20 Events per month","4. 20+ Years","1. Ticket sales","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely","","1.Not At All Likely","0","0","0","The Station Inn is a listening room in the heart of Nashville, featuring the world’s best bluegrass, roots, classic country, and Americana.","","","(615) 255-3307","https://stationinn.com/","37203","Davidson","Nashville","Bluegrass, classic country, and Americana","","","","","","","","","","","","","",36.1525861232894,-86.7844400713344,1,3,2,NA,1,1,0
"158","The Stillery (Downtown)","113 2ND AVE N","9306204900","","1. Yes","120","4. Information unavailable","4. 20+ Events per month","2. 3-10 Years","3. Tips","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","The kind of place you can relax, eat outstanding, fresh food, and enjoy a signature mason jar cocktail. We serve up amazing brick fired pies, juicy stacked burgers, fresh salads and tantalizing starters.","","","(615) 942-8080","https://www.thestillery.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1622369937802,-86.7757011894373,1,3,1,NA,1,1,0
"159","The Underdog","3208 GALLATIN PIKE","7206023800","","1. Yes","","2. Sometimes","","","1. Ticket sales","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","East Nashville, Inglewood neighborhood bar. Affordable drinks with a laid back atmosphere. Live music.","","theunderdognashville@gmail.com","(310) 428-4219","No Website","37216","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2066034914994,-86.7355756847785,1,3,3,NA,1,1,0
"160","The Valentine","312 BROADWAY","9306400500","","2. No","600","2. Sometimes","4. 20+ Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Prohibition-era themed, four-story upscale saloon & music venue with light American eats & signature cocktails","","","(629) 202-6979","https://thevalentinenashville.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.161487691148,-86.7767722661479,1,2,1,NA,1,0,0
"161","The Vinyl Lounge","1414 3RD AVE S","10507043500","","1. Yes","","2. Sometimes","3. 11-20 Events per month","1. 0-3 Years","4. Mixed/all of the above","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","Brought to you by the owners of The VinyLab, this is the only spot where you can grab a drink while also watching vinyl record presses in action. Our unique and spacious modern industrial space makes the perfect Music City event venue.","Scott Lemasters","","(615) 891-4860","https://www.thevinyloungenashville.com/","37210","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1413012169663,-86.762683546987,3,4,4,NA,4,1,0
"162","Thirsty Turtle Sports Grill","1307 BELL RD","16200029000","","1. Yes","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","The Thirsty Turtle is a family-friendly restaurant and bar. They also host Karaoke every friday and Saturday night. They also host latin music night every Thursday.","","","(615) 866-9260","https://www.thirstyturtleonline.com/","","","Antioch","Latin","","","","","","","","","","","","","",36.0468939031077,-86.6746602427884,1,1,1,NA,1,1,0
"163","Tin Roof Broadway","316 BROADWAY","9306201200","Marcus Dowling","1. Yes","550","2. Sometimes","3. 11-20 Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Unpretentious shotgun shack bar & music venue with creative takes on American pub food.","","","(615) 242-4446","https://tinroofbroadway.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1615584203417,-86.7768999696832,1,3,1,NA,1,1,0
"164","Tootsie's Orchid Lounge","422 BROADWAY","9306307300","Marcus Dowling","2. No","800","3. Never","4. 20+ Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","This historic watering hole and prototypical honky-tonk is across the alley from the Ryman.","","","(615) 726-0463","https://tootsies.net/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1609099825001,-86.7782858213292,1,3,1,NA,1,0,0
"165","Tootsie's Orchid Lounge (Nashville Intl. Airport)","1 TERMINAL DR","10700005000","Marcus Dowling","2. No","Null","3. Never","","","3. Tips","2. Not too likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Spinoff of the historic Nashville honky tonk featuring drinks, live music & eats.","","","(615) 275-4329","https://tootsies.net/","37214","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1272169186737,-86.6802175210344,2,2,1,NA,1,0,0
"166","Top Golf","500 COWAN ST","8210006200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1786576976641,-86.7777711471362,NA,NA,NA,NA,NA,0,0
"167","Tribe","1515 CHURCH ST","9212036400","Adrianna Flax","1. Yes","Null","3. Never","4. 20+ Events per month","4. 20+ Years","","4. Very Likely","3. Somewhat likely","2. Not too likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Cocktails & delicious pub food are served at this lively gay lounge with pool tables, a dance floor, streaming music videos, and themed nights.","","","(615) 329-2912","https://www.tribenashville.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1567776701249,-86.793183416679,4,3,3,NA,1,1,0
"168","TRUE Music Room and Bar (Cambria Hotel & Suites)","118 8TH AVE S","9310048900","","2. No","130","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","","4. Very Likely","0","0","0","Hotel eatery, poolside bar and concert venue with seasonal small plates and skyline views.","","","(615) 515-5800","https://www.cambrianashville.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1577317304799,-86.7809518863178,1,1,3,NA,4,0,0
"169","Twin Kegs II","327 HERMITAGE AVE","9413005100","","1. Yes","100","4. Information unavailable","3. 11-20 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","2. Not too likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","One of the oldest bars in South Nashville a tiny, old-school watering hole with a picket-fence patio serving burgers & featuring live music - all ages until 9 PM","","info@twinkegs.com","(615) 301-8675","http://www.twinkegs.com/","37210","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1534505096648,-86.7482428280037,1,3,3,NA,1,1,0
